sourceName,region,system,side,signal,detail,triangles
Rectus femoris muscle.ol,hip,insertion,l,parent,Rectus femoris muscle.l,30
Rectus femoris muscle.or,hip,insertion,r,parent,Rectus femoris muscle.r,30
Sartorius muscle.el,hip,insertion,l,parent,Sartorius muscle.l,8
Sartorius muscle.er,hip,insertion,r,parent,Sartorius muscle.r,8
Sartorius muscle.ol,hip,insertion,l,parent,Sartorius muscle.l,83
Sartorius muscle.or,hip,insertion,r,parent,Sartorius muscle.r,83
Semimembranosus muscle.el,hip,insertion,l,parent,Semimembranosus muscle.l,43
Semimembranosus muscle.er,hip,insertion,r,parent,Semimembranosus muscle.r,43
Semimembranosus muscle.ol,hip,insertion,l,parent,Semimembranosus muscle.l,32
Semimembranosus muscle.or,hip,insertion,r,parent,Semimembranosus muscle.r,32
Semitendinosus muscle.el,hip,insertion,l,parent,Semitendinosus muscle.l,28
Semitendinosus muscle.er,hip,insertion,r,parent,Semitendinosus muscle.r,28
Semitendinosus muscle.ol,hip,insertion,l,parent,Semitendinosus muscle.l,55
Semitendinosus muscle.or,hip,insertion,r,parent,Semitendinosus muscle.r,55
Short head of biceps femoris.el,hip,insertion,l,parent,Short head of biceps femoris.l,65
Superior gemellus muscle.ol,hip,insertion,l,parent,Superior gemellus muscle.l,39
Superior gemellus muscle.or,hip,insertion,r,parent,Superior gemellus muscle.r,39
Tensor fasciae latae.ol,hip,insertion,l,parent,Tensor fasciae latae.l,19
Tensor fasciae latae.or,hip,insertion,r,parent,Tensor fasciae latae.r,19
Trochanteric insertion.el,hip,insertion,l,override,thigh and gluteal region,28
Trochanteric insertion.er,hip,insertion,r,override,thigh and gluteal region,28
Vastus intermedius muscle.ol,hip,insertion,l,parent,Vastus intermedius muscle.l,113
Vastus intermedius muscle.or,hip,insertion,r,parent,Vastus intermedius muscle.r,113
Vastus lateralis muscle.ol,hip,insertion,l,parent,Vastus lateralis muscle.l,121
Vastus lateralis muscle.or,hip,insertion,r,parent,Vastus lateralis muscle.r,121
Vastus medialis muscle.ol,hip,insertion,l,parent,Vastus medialis muscle.l,117
Vastus medialis muscle.or,hip,insertion,r,parent,Vastus medialis muscle.r,117
(Adductor minimus).l,hip,muscular,l,hierarchy,Medial compartment of thigh,948
(Adductor minimus).r,hip,muscular,r,hierarchy,Medial compartment of thigh,948
(Iliopectineal bursa).l,hip,muscular,l,override,thigh and gluteal region,352
(Iliopectineal bursa).r,hip,muscular,r,override,thigh and gluteal region,352
Adductor brevis.l,hip,muscular,l,hierarchy,Medial compartment of thigh,2132
Adductor brevis.r,hip,muscular,r,hierarchy,Medial compartment of thigh,2132
Adductor longus.l,hip,muscular,l,hierarchy,Medial compartment of thigh,3714
Adductor longus.r,hip,muscular,r,hierarchy,Medial compartment of thigh,3714
Adductor magnus.l,hip,muscular,l,hierarchy,Medial compartment of thigh,8192
Adductor magnus.r,hip,muscular,r,hierarchy,Medial compartment of thigh,8192
Bursa of piriformis muscle.l,hip,muscular,l,override,thigh and gluteal region,352
Bursa of piriformis muscle.r,hip,muscular,r,override,thigh and gluteal region,352
Fascia lata.l,hip,muscular,l,override,thigh and gluteal region,12907
Fascia lata.r,hip,muscular,r,override,thigh and gluteal region,12907
Gluteus maximus muscle.l,hip,muscular,l,hierarchy,Superficial gluteal muscles,3326
Gluteus maximus muscle.r,hip,muscular,r,hierarchy,Superficial gluteal muscles,3326
Gluteus medius muscle.l,hip,muscular,l,hierarchy,Superficial gluteal muscles,5176
Gluteus medius muscle.r,hip,muscular,r,hierarchy,Superficial gluteal muscles,5176
Gluteus minimus muscle.l,hip,muscular,l,hierarchy,Superficial gluteal muscles,6250
Gluteus minimus muscle.r,hip,muscular,r,hierarchy,Superficial gluteal muscles,6250
Gracilis muscle.l,hip,muscular,l,hierarchy,Posterior compartment of thigh,4812
Gracilis muscle.r,hip,muscular,r,hierarchy,Medial compartment of thigh,4812
Iliacus muscle.l,hip,muscular,l,override,thigh and gluteal region,4354
Iliacus muscle.r,hip,muscular,r,override,thigh and gluteal region,4354
Iliotibial tract.l,hip,muscular,l,override,thigh and gluteal region,48612
Iliotibial tract.r,hip,muscular,r,override,thigh and gluteal region,48612
Inferior gemellus muscle.l,hip,muscular,l,hierarchy,Deep gluteal muscles,976
Inferior gemellus muscle.r,hip,muscular,r,hierarchy,Deep gluteal muscles,976
Intermuscular gluteal bursae.l,hip,muscular,l,override,thigh and gluteal region,292
Intermuscular gluteal bursae.r,hip,muscular,r,override,thigh and gluteal region,292
Lateral femoral intermuscular septum.l,hip,muscular,l,override,thigh and gluteal region,588
Lateral femoral intermuscular septum.r,hip,muscular,r,override,thigh and gluteal region,588
Long head of biceps femoris.l,hip,muscular,l,hierarchy,Posterior compartment of thigh,7258
Long head of biceps femoris.r,hip,muscular,r,hierarchy,Posterior compartment of thigh,7258
Medial femoral intermuscular septum.l,hip,muscular,l,override,thigh and gluteal region,7714
Medial femoral intermuscular septum.r,hip,muscular,r,override,thigh and gluteal region,7714
Obturator externus.l,hip,muscular,l,hierarchy,Deep gluteal muscles,1156
Obturator externus.r,hip,muscular,r,hierarchy,Medial compartment of thigh,1156
Obturator internus.l,hip,muscular,l,override,thigh and gluteal region,3760
Obturator internus.r,hip,muscular,r,override,thigh and gluteal region,3760
Pectineus muscle.l,hip,muscular,l,hierarchy,Medial compartment of thigh,1952
Pectineus muscle.r,hip,muscular,r,hierarchy,Medial compartment of thigh,1952
Piriformis muscle.l,hip,muscular,l,hierarchy,Deep gluteal muscles,1500
Piriformis muscle.r,hip,muscular,r,hierarchy,Deep gluteal muscles,1500
Quadratus femoris muscle.l,hip,muscular,l,hierarchy,Deep gluteal muscles,1646
Quadratus femoris muscle.r,hip,muscular,r,hierarchy,Deep gluteal muscles,1646
Rectus femoris muscle.l,hip,muscular,l,hierarchy,Anterior compartment of thigh,8276
Rectus femoris muscle.r,hip,muscular,r,hierarchy,Anterior compartment of thigh,8276
Sartorius muscle.l,hip,muscular,l,hierarchy,Anterior compartment of thigh,4966
Sartorius muscle.r,hip,muscular,r,hierarchy,Anterior compartment of thigh,4966
Sciatic bursa of gluteus maximus muscle.l,hip,muscular,l,centroid,z=0.813 |x|=0.059 y=+0.048,352
Sciatic bursa of gluteus maximus muscle.r,hip,muscular,r,centroid,z=0.813 |x|=0.059 y=+0.048,352
Sciatic bursa of obturator internus.l,hip,muscular,l,override,thigh and gluteal region,352
Sciatic bursa of obturator internus.r,hip,muscular,r,override,thigh and gluteal region,352
Semimembranosus muscle.l,hip,muscular,l,hierarchy,Posterior compartment of thigh,7442
Semimembranosus muscle.r,hip,muscular,r,hierarchy,Posterior compartment of thigh,7442
Semitendinosus muscle.l,hip,muscular,l,hierarchy,Posterior compartment of thigh,4316
Semitendinosus muscle.r,hip,muscular,r,hierarchy,Posterior compartment of thigh,4316
Short head of biceps femoris.l,hip,muscular,l,hierarchy,Posterior compartment of thigh,2476
Short head of biceps femoris.r,hip,muscular,r,hierarchy,Posterior compartment of thigh,2476
Subcutaneous trochanteric bursa.l,hip,muscular,l,override,thigh and gluteal region,352
Subcutaneous trochanteric bursa.r,hip,muscular,r,override,thigh and gluteal region,352
Subtendinous bursa of iliacus muscle.l,hip,muscular,l,override,thigh and gluteal region,352
Subtendinous bursa of iliacus muscle.r,hip,muscular,r,override,thigh and gluteal region,352
Subtendinous bursa of obturator internus.l,hip,muscular,l,override,thigh and gluteal region,352
Subtendinous bursa of obturator internus.r,hip,muscular,r,override,thigh and gluteal region,352
Superior bursa of biceps femoris muscle.l,hip,muscular,l,override,thigh and gluteal region,352
Superior bursa of biceps femoris muscle.r,hip,muscular,r,override,thigh and gluteal region,352
Superior gemellus muscle.l,hip,muscular,l,hierarchy,Deep gluteal muscles,404
Superior gemellus muscle.r,hip,muscular,r,hierarchy,Deep gluteal muscles,404
Tensor fasciae latae.l,hip,muscular,l,hierarchy,Superficial gluteal muscles,1862
Tensor fasciae latae.r,hip,muscular,r,hierarchy,Superficial gluteal muscles,1862
Trochanteric bursa of gluteus maximus muscle.l,hip,muscular,l,override,thigh and gluteal region,352
Trochanteric bursa of gluteus maximus muscle.r,hip,muscular,r,override,thigh and gluteal region,352
Trochanteric bursa of gluteus medius muscle.l,hip,muscular,l,override,thigh and gluteal region,352
Trochanteric bursa of gluteus medius muscle.r,hip,muscular,r,override,thigh and gluteal region,352
Trochanteric bursa of gluteus minimus muscle.l,hip,muscular,l,override,thigh and gluteal region,352
Trochanteric bursa of gluteus minimus muscle.r,hip,muscular,r,override,thigh and gluteal region,352
Vastus intermedius muscle.l,hip,muscular,l,hierarchy,Anterior compartment of thigh,6164
Vastus intermedius muscle.r,hip,muscular,r,hierarchy,Anterior compartment of thigh,6164
Vastus lateralis muscle.l,hip,muscular,l,hierarchy,Anterior compartment of thigh,9356
Vastus lateralis muscle.r,hip,muscular,r,hierarchy,Anterior compartment of thigh,9356
Vastus medialis muscle.l,hip,muscular,l,hierarchy,Anterior compartment of thigh,6460
Vastus medialis muscle.r,hip,muscular,r,hierarchy,Anterior compartment of thigh,6460
Femur.l,hip,skeletal,l,override,thigh and gluteal region,3794
Femur.r,hip,skeletal,r,override,thigh and gluteal region,3794
Anterior cruciate ligament.l,knee,articular,l,hierarchy,Knee joint,1576
Anterior cruciate ligament.r,knee,articular,r,hierarchy,Knee joint,1576
Anterior ligament of fibular head.l,knee,articular,l,hierarchy,Superior tibiofibular joint,8
Anterior ligament of fibular head.r,knee,articular,r,hierarchy,Superior tibiofibular joint,8
Anterior meniscotibial ligament (Lateral meniscus).l,knee,articular,l,hierarchy,Knee joint,24
Anterior meniscotibial ligament (Lateral meniscus).r,knee,articular,r,hierarchy,Knee joint,24
Anterior meniscotibial ligament (Medial meniscus).l,knee,articular,l,hierarchy,Knee joint,9
Anterior meniscotibial ligament (Medial meniscus).r,knee,articular,r,hierarchy,Knee joint,9
Arcuate popliteal ligament.l,knee,articular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,31
Arcuate popliteal ligament.r,knee,articular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,31
Articular capsule of knee joint.l,knee,articular,l,hierarchy,Knee joint,726
Articular capsule of knee joint.r,knee,articular,r,hierarchy,Knee joint,726
Articular capsule of superior tibiofibular joint.l,knee,articular,l,hierarchy,Superior tibiofibular joint,56
Articular capsule of superior tibiofibular joint.r,knee,articular,r,hierarchy,Superior tibiofibular joint,56
Deep part of tibial collateral ligament.l,knee,articular,l,hierarchy,Knee joint,20
Deep part of tibial collateral ligament.r,knee,articular,r,hierarchy,Knee joint,20
Fibular collateral ligament.l,knee,articular,l,hierarchy,Knee joint,6
Fibular collateral ligament.r,knee,articular,r,hierarchy,Knee joint,6
Infrapatellar fat pad.l,knee,articular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,48
Infrapatellar fat pad.r,knee,articular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,48
Interosseous membrane of leg.l,knee,articular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,12642
Interosseous membrane of leg.r,knee,articular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,12642
Lateral meniscus.l,knee,articular,l,hierarchy,Knee joint,116
Lateral meniscus.r,knee,articular,r,hierarchy,Knee joint,116
Medial meniscus.l,knee,articular,l,hierarchy,Knee joint,68
Medial meniscus.r,knee,articular,r,hierarchy,Knee joint,68
Meniscopatellar ligament.l,knee,articular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,12
Meniscopatellar ligament.r,knee,articular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,12
Oblique popliteal ligament.l,knee,articular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,35
Oblique popliteal ligament.r,knee,articular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,35
Popliteofibular ligament.l,knee,articular,l,hierarchy,Knee joint,22
Popliteofibular ligament.r,knee,articular,r,hierarchy,Knee joint,22
Posterior cruciate ligament.l,knee,articular,l,hierarchy,Knee joint,788
Posterior cruciate ligament.r,knee,articular,r,hierarchy,Knee joint,788
Posterior ligament of fibular head.l,knee,articular,l,hierarchy,Superior tibiofibular joint,16
Posterior ligament of fibular head.r,knee,articular,r,hierarchy,Superior tibiofibular joint,16
Posterior meniscotibial ligament (Lateral meniscus).l,knee,articular,l,hierarchy,Knee joint,18
Posterior meniscotibial ligament (Lateral meniscus).r,knee,articular,r,hierarchy,Knee joint,18
Posterior meniscotibial ligament (Medial meniscus).l,knee,articular,l,hierarchy,Knee joint,30
Posterior meniscotibial ligament (Medial meniscus).r,knee,articular,r,hierarchy,Knee joint,30
Superficial part of tibial collateral ligament.l,knee,articular,l,hierarchy,Knee joint,12
Superficial part of tibial collateral ligament.r,knee,articular,r,hierarchy,Knee joint,12
Transverse ligament of knee.l,knee,articular,l,hierarchy,Knee joint,48
Transverse ligament of knee.r,knee,articular,r,hierarchy,Knee joint,48
Articularis genus muscle.ol,knee,insertion,l,centroid,z=0.502 |x|=0.087 y=-0.003,19
Articularis genus muscle.or,knee,insertion,r,centroid,z=0.502 |x|=0.087 y=-0.003,19
Biceps femoris muscle.el,knee,insertion,l,centroid,z=0.410 |x|=0.118 y=+0.044,51
Biceps femoris muscle.er,knee,insertion,r,centroid,z=0.410 |x|=0.118 y=+0.044,51
Lateral head of gastrocnemius.ol,knee,insertion,l,parent,Lateral head of gastrocnemius.l,22
Lateral head of gastrocnemius.or,knee,insertion,r,parent,Lateral head of gastrocnemius.r,22
Medial head of gastrocnemius.ol,knee,insertion,l,parent,Medial head of gastrocnemius.l,72
Medial head of gastrocnemius.or,knee,insertion,r,parent,Medial head of gastrocnemius.r,72
Patellar ligament.el,knee,insertion,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,43
Patellar ligament.er,knee,insertion,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,43
Patellar ligament.ol,knee,insertion,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,54
Patellar ligament.or,knee,insertion,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,54
Popliteus muscle.el,knee,insertion,l,parent,Popliteus muscle.l,57
Popliteus muscle.er,knee,insertion,r,parent,Popliteus muscle.r,57
Popliteus muscle.ol,knee,insertion,l,parent,Popliteus muscle.l,29
Popliteus muscle.or,knee,insertion,r,parent,Popliteus muscle.r,29
Quadriceps femoris muscle.el,knee,insertion,l,centroid,z=0.459 |x|=0.085 y=-0.012,50
Quadriceps femoris muscle.er,knee,insertion,r,centroid,z=0.459 |x|=0.085 y=-0.012,50
Anserine bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,120
Anserine bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,120
Deep infrapatellar bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Deep infrapatellar bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Inferior subtendinous bursa of biceps femoris muscle.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Inferior subtendinous bursa of biceps femoris muscle.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Lateral head of gastrocnemius.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,4908
Lateral head of gastrocnemius.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,4908
Lateral patellar retinaculum.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,7
Lateral patellar retinaculum.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,7
Lateral subtendinous bursa of gastrocnemius muscle.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Lateral subtendinous bursa of gastrocnemius muscle.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Medial head of gastrocnemius.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,6462
Medial head of gastrocnemius.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,6462
Medial patellar retinaculum.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,10
Medial patellar retinaculum.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,10
Medial subtendinous bursa of gastrocnemius muscle.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,80
Medial subtendinous bursa of gastrocnemius muscle.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,80
Popliteal fascia.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,488
Popliteal fascia.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,488
Popliteus muscle.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,1132
Popliteus muscle.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,1132
Semimembranosus bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Semimembranosus bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Subcutaneous bursa of tuberosity of tibia.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,352
Subcutaneous bursa of tuberosity of tibia.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,352
Subcutaneous infrapatellar bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,352
Subcutaneous infrapatellar bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,352
Subcutaneous prepatellar bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Subcutaneous prepatellar bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Subfacial prepatellar bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Subfacial prepatellar bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Subtendinous bursa of sartorius muscle.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,132
Subtendinous bursa of sartorius muscle.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,132
Subtendinous prepatellar bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Subtendinous prepatellar bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,96
Suprapatellar bursa.l,knee,muscular,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,132
Suprapatellar bursa.r,knee,muscular,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,132
Fibula.l,knee,skeletal,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,1264
Fibula.r,knee,skeletal,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,1264
Patella.l,knee,skeletal,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,276
Patella.r,knee,skeletal,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,276
Tibia.l,knee,skeletal,l,override,structures at the knee the hierarchy files under leg / thigh / lower limb,1670
Tibia.r,knee,skeletal,r,override,structures at the knee the hierarchy files under leg / thigh / lower limb,1670
Annular ligament of radius.l,elbow-wrist,articular,l,hierarchy,Elbow joint,36
Annular ligament of radius.r,elbow-wrist,articular,r,hierarchy,Elbow joint,36
Articular capsule of elbow joint.l,elbow-wrist,articular,l,hierarchy,Elbow joint,762
Articular capsule of elbow joint.r,elbow-wrist,articular,r,hierarchy,Elbow joint,762
Articular capsule of radiocarpal joint.l,elbow-wrist,articular,l,hierarchy,Distal radio-ulnar joint,331
Articular capsule of radiocarpal joint.r,elbow-wrist,articular,r,hierarchy,Distal radio-ulnar joint,331
Articular capsules of distal interphalangeal joints.l,elbow-wrist,articular,l,hierarchy,Joints of hand,376
Articular capsules of distal interphalangeal joints.r,elbow-wrist,articular,r,hierarchy,Joints of hand,376
Articular capsules of metacarpophalangeal joints.l,elbow-wrist,articular,l,hierarchy,Joints of hand,392
Articular capsules of metacarpophalangeal joints.r,elbow-wrist,articular,r,hierarchy,Joints of hand,392
Articular capsules of proximal interphalangeal joints.l,elbow-wrist,articular,l,hierarchy,Joints of hand,348
Articular capsules of proximal interphalangeal joints.r,elbow-wrist,articular,r,hierarchy,Joints of hand,348
Articular disc of distal radio-ulnar joint.l,elbow-wrist,articular,l,hierarchy,Distal radio-ulnar joint,7
Articular disc of distal radio-ulnar joint.r,elbow-wrist,articular,r,hierarchy,Distal radio-ulnar joint,7
Capitohamate interosseous ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Capitohamate interosseous ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Collateral interphalangeal ligaments of hand.l,elbow-wrist,articular,l,hierarchy,Joints of hand,152
Collateral interphalangeal ligaments of hand.r,elbow-wrist,articular,r,hierarchy,Joints of hand,152
Collateral metacarpophalangeal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,80
Collateral metacarpophalangeal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,80
Deep transverse metacarpal ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,12
Deep transverse metacarpal ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,12
Dorsal carpometacarpal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,26
Dorsal carpometacarpal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,26
Dorsal intercarpal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,39
Dorsal intercarpal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,39
Dorsal metacarpal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,8
Dorsal metacarpal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,8
Dorsal radio-ulnar ligament.l,elbow-wrist,articular,l,hierarchy,Distal radio-ulnar joint,2
Dorsal radio-ulnar ligament.r,elbow-wrist,articular,r,hierarchy,Distal radio-ulnar joint,2
Dorsal radiocarpal ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,20
Dorsal radiocarpal ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,20
Dorsal scaphotriquetral ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,8
Dorsal scaphotriquetral ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,8
Dorsal ulnocarpal ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,8
Dorsal ulnocarpal ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,8
Interosseous membrane of forearm.l,elbow-wrist,articular,l,centroid,z=0.953 |x|=0.248 y=+0.008,2766
Interosseous membrane of forearm.r,elbow-wrist,articular,r,centroid,z=0.953 |x|=0.248 y=+0.008,2766
Interosseous metacarpal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,8
Interosseous metacarpal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,8
Lunotriquetral interosseous ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Lunotriquetral interosseous ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Oblique cord.l,elbow-wrist,articular,l,hierarchy,Radio-ulnar syndesmoses,2
Oblique cord.r,elbow-wrist,articular,r,hierarchy,Radio-ulnar syndesmoses,2
Palmar capitohamate ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Palmar capitohamate ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Palmar carpometacarpal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,29
Palmar carpometacarpal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,29
Palmar interphalangeal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,72
Palmar interphalangeal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,72
Palmar lunotriquetral ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Palmar lunotriquetral ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Palmar metacarpal ligaments.l,elbow-wrist,articular,l,hierarchy,Joints of hand,8
Palmar metacarpal ligaments.r,elbow-wrist,articular,r,hierarchy,Joints of hand,8
Palmar radio-ulnar ligament.l,elbow-wrist,articular,l,hierarchy,Distal radio-ulnar joint,6
Palmar radio-ulnar ligament.r,elbow-wrist,articular,r,hierarchy,Distal radio-ulnar joint,6
Palmar scaphotriquetral ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,6
Palmar scaphotriquetral ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,6
Palmar trapezoideocapitate ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Palmar trapezoideocapitate ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Pisohamate ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Pisohamate ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Pisometacarpal ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Pisometacarpal ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Pisotriquetral ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,20
Pisotriquetral ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,20
Quadrate ligament.l,elbow-wrist,articular,l,hierarchy,Elbow joint,2
Quadrate ligament.r,elbow-wrist,articular,r,hierarchy,Elbow joint,2
Radial collateral ligament of wrist joint.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,12
Radial collateral ligament of wrist joint.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,12
Radial collateral ligament.l,elbow-wrist,articular,l,hierarchy,Elbow joint,8
Radial collateral ligament.r,elbow-wrist,articular,r,hierarchy,Elbow joint,8
Radiate carpal ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,35
Radiate carpal ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,35
Radiocapitate ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,2
Radiocapitate ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,2
Radioscaphocapitate ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,4
Radioscaphocapitate ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,4
Scaphocapitate ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Scaphocapitate ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Scapholunate interosseous ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Scapholunate interosseous ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Scaphotrapeziotrapezoidal ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,12
Scaphotrapeziotrapezoidal ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,12
Trapeziotrapezoidal interosseous ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Trapeziotrapezoidal interosseous ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Trapezoideocapitate interosseous ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Trapezoideocapitate interosseous ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
Triquetrocapitate ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,4
Triquetrocapitate ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,4
Triquetrohamate ligament.l,elbow-wrist,articular,l,hierarchy,Joints of hand,2
Triquetrohamate ligament.r,elbow-wrist,articular,r,hierarchy,Joints of hand,2
